qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	HMW_gene_callers_id	genome	genome_gene_callers_id
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB140-00000000001_split_00032_2118	96.056	2079	82	0	10	2088	130	2208	0	3386	5201158	HIMB140	2118
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1701-00000000001_split_00034_39781	93.041	1049	71	2	1041	2088	2001	3048	0	1531	5201158	HIMB1701	39781
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1542-00000000002_split_00008_42065	92.844	1048	73	2	1041	2087	2013	3059	0	1519	5201158	HIMB1542	42065
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1488-00000000001_split_00015_92613	92.585	1025	74	2	1065	2088	2043	3066	0	1471	5201158	HIMB1488	92613
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB122-00000000001_split_00009_8659	90.562	1049	97	2	1041	2088	2019	3066	0	1387	5201158	HIMB122	8659
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1746-00000000002_split_00003_73135	91.113	1024	91	0	1065	2088	1995	3018	0	1387	5201158	HIMB1746	73135
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1758-00000000001_split_00009_109260	92.268	957	72	2	1132	2087	709	1664	0	1356	5201158	HIMB1758	109260
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1430-00000000013_split_00011_44494	92.268	957	72	2	1132	2087	709	1664	0	1356	5201158	HIMB1430	44494
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1611-00000000001_split_00048_82585	92.268	957	72	2	1132	2087	709	1664	0	1356	5201158	HIMB1611	82585
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB2211-00000000001_split_00048_89742	89.648	1024	106	0	1065	2088	2025	3048	0	1304	5201158	HIMB2211	89742
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1577-00000000001_split_00048_64710	89.03	237	22	4	1854	2088	2067	2301	1.59E-79	291	5201158	HIMB1577	64710
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1631-00000000001_split_00064_5968	89.03	237	22	4	1854	2088	2067	2301	1.59E-79	291	5201158	HIMB1631	5968
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1641-00000000001_split_00005_18483	86.864	236	27	4	1854	2087	2055	2288	1.24E-70	261	5201158	HIMB1641	18483
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1710-00000000003_split_00024_57291	86.864	236	27	4	1854	2087	2055	2288	1.24E-70	261	5201158	HIMB1710	57291
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1702-00000000001_split_00025_43079	86.864	236	27	4	1854	2087	2055	2288	1.24E-70	261	5201158	HIMB1702	43079
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1556-00000000001_split_00005_51614	86.864	236	27	4	1854	2087	2055	2288	1.24E-70	261	5201158	HIMB1556	51614
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1552-00000000001_split_00067_50006	86.864	236	27	4	1854	2087	2055	2288	1.24E-70	261	5201158	HIMB1552	50006
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1748-00000000001_split_00024_92017	86.864	236	27	4	1854	2087	2055	2288	1.24E-70	261	5201158	HIMB1748	92017
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1526-00000000001_split_00018_28986	86.864	236	27	4	1854	2087	2055	2288	1.24E-70	261	5201158	HIMB1526	28986
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1636-00000000001_split_00047_12598	86.864	236	27	4	1854	2087	2055	2288	1.24E-70	261	5201158	HIMB1636	12598
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1770-00000000001_split_00027_117084	86.441	236	28	4	1854	2087	2055	2288	5.78E-69	255	5201158	HIMB1770	117084
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1493-00000000001_split_00045_98387	86.441	236	28	4	1854	2087	2055	2288	5.78E-69	255	5201158	HIMB1493	98387
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1521-00000000001_split_00007_32717	86.441	236	28	4	1854	2087	2043	2276	5.78E-69	255	5201158	HIMB1521	32717
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1506-00000000001_split_00049_122531	86.441	236	28	4	1854	2087	2055	2288	5.78E-69	255	5201158	HIMB1506	122531
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1513-00000000001_split_00009_17062	86.441	236	28	4	1854	2087	2043	2276	5.78E-69	255	5201158	HIMB1513	17062
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1662-00000000001_split_00005_24052	87.5	224	24	4	1854	2075	2055	2276	5.78E-69	255	5201158	HIMB1662	24052
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1518-00000000001_split_00054_23563	86.441	236	28	4	1854	2087	2055	2288	5.78E-69	255	5201158	HIMB1518	23563
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1507-00000000001_split_00009_127853	84.454	238	31	6	1854	2088	2061	2295	3.51E-61	230	5201158	HIMB1507	127853
HMW_xHP1_006-c_000001003330_split_00001-5201158	HIMB1507-00000000001_split_00009_127853	78.319	226	47	2	1041	1265	2019	2243	1.31E-35	145	5201158	HIMB1507	127853
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB140-00000000001_split_00032_2118	94.458	3591	193	6	1	3588	916	4503	0	5524	5201159	HIMB140	2118
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1765-00000000001_split_00063_114654	93.231	3590	236	5	1	3588	916	4500	0	5276	5201159	HIMB1765	114654
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1765-00000000001_split_00063_114654	78.018	878	179	13	2328	3198	3516	4386	2.46E-154	540	5201159	HIMB1765	114654
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB122-00000000001_split_00009_8659	94.46	3321	180	4	270	3588	2043	5361	0	5110	5201159	HIMB122	8659
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1490-00000000005_split_00004_108996	94.086	3331	193	4	1	3329	916	4244	0	5057	5201159	HIMB1490	108996
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1490-00000000005_split_00004_108996	76.715	554	121	8	2925	3474	3288	3837	1.26E-82	302	5201159	HIMB1490	108996
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1491-00000000001_split_00009_94068	94.086	3331	193	4	1	3329	916	4244	0	5057	5201159	HIMB1491	94068
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1491-00000000001_split_00009_94068	76.715	554	121	8	2925	3474	3288	3837	1.26E-82	302	5201159	HIMB1491	94068
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1593-00000000001_split_00025_75593	93.153	3330	226	2	1	3329	916	4244	0	4885	5201159	HIMB1593	75593
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1723-00000000001_split_00021_65759	93.043	3335	230	2	1	3334	916	4249	0	4872	5201159	HIMB1723	65759
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1488-00000000001_split_00015_92613	91.968	3287	242	18	270	3545	2043	5318	0	4588	5201159	HIMB1488	92613
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1488-00000000001_split_00015_92613	76.364	880	192	15	2596	3467	4093	4964	7.08E-130	459	5201159	HIMB1488	92613
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1488-00000000001_split_00015_92613	77.256	554	118	8	2925	3474	4146	4695	1.25E-87	318	5201159	HIMB1488	92613
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1746-00000000002_split_00003_73135	88.655	3323	369	7	270	3588	1995	5313	0	4041	5201159	HIMB1746	73135
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1746-00000000002_split_00003_73135	79.304	517	105	2	2373	2888	4650	5165	2.05E-100	361	5201159	HIMB1746	73135
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB2211-00000000001_split_00048_89742	88.531	3322	375	5	270	3588	2025	5343	0	4019	5201159	HIMB2211	89742
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1542-00000000002_split_00008_42065	92.781	2549	176	8	270	2814	2037	4581	0	3681	5201159	HIMB1542	42065
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1662-00000000001_split_00005_24052	93.939	2277	126	9	1059	3329	2055	4325	0	3430	5201159	HIMB1662	24052
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1559-00000000001_split_00066_54801	90.606	2608	207	27	1	2590	916	3503	0	3424	5201159	HIMB1559	54801
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1559-00000000001_split_00066_54801	92.757	1215	86	2	2375	3588	4319	5532	0	1755	5201159	HIMB1559	54801
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1559-00000000001_split_00066_54801	77.509	289	63	2	2604	2891	936	1223	1.03E-43	172	5201159	HIMB1559	54801
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1587-00000000002_split_00026_72740	90.606	2608	207	27	1	2590	916	3503	0	3424	5201159	HIMB1587	72740
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1587-00000000002_split_00026_72740	92.757	1215	86	2	2375	3588	4319	5532	0	1755	5201159	HIMB1587	72740
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1587-00000000002_split_00026_72740	77.509	289	63	2	2604	2891	936	1223	1.03E-43	172	5201159	HIMB1587	72740
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1597-00000000001_split_00025_79274	90.606	2608	207	27	1	2590	916	3503	0	3424	5201159	HIMB1597	79274
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1597-00000000001_split_00025_79274	92.757	1215	86	2	2375	3588	4319	5532	0	1755	5201159	HIMB1597	79274
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1597-00000000001_split_00025_79274	77.509	289	63	2	2604	2891	936	1223	1.03E-43	172	5201159	HIMB1597	79274
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1701-00000000001_split_00034_39781	90.706	2550	227	10	270	2814	2025	4569	0	3387	5201159	HIMB1701	39781
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1701-00000000001_split_00034_39781	92.099	405	32	0	2925	3329	4128	4532	8.72E-164	571	5201159	HIMB1701	39781
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1641-00000000001_split_00005_18483	93.377	2280	143	5	1059	3334	2055	4330	0	3367	5201159	HIMB1641	18483
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1710-00000000003_split_00024_57291	93.377	2280	143	5	1059	3334	2055	4330	0	3367	5201159	HIMB1710	57291
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1702-00000000001_split_00025_43079	93.377	2280	143	5	1059	3334	2055	4330	0	3367	5201159	HIMB1702	43079
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1556-00000000001_split_00005_51614	93.377	2280	143	5	1059	3334	2055	4330	0	3367	5201159	HIMB1556	51614
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1552-00000000001_split_00067_50006	93.377	2280	143	5	1059	3334	2055	4330	0	3367	5201159	HIMB1552	50006
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1748-00000000001_split_00024_92017	93.377	2280	143	5	1059	3334	2055	4330	0	3367	5201159	HIMB1748	92017
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1526-00000000001_split_00018_28986	93.377	2280	143	5	1059	3334	2055	4330	0	3367	5201159	HIMB1526	28986
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1636-00000000001_split_00047_12598	93.377	2280	143	5	1059	3334	2055	4330	0	3367	5201159	HIMB1636	12598
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1506-00000000001_split_00049_122531	90.099	2535	241	7	1059	3588	2055	4584	0	3282	5201159	HIMB1506	122531
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1506-00000000001_split_00049_122531	80.192	520	101	2	2373	2891	3921	4439	9.43E-109	388	5201159	HIMB1506	122531
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1521-00000000001_split_00007_32717	90.059	2535	242	7	1059	3588	2043	4572	0	3277	5201159	HIMB1521	32717
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1521-00000000001_split_00007_32717	78.654	520	109	2	2373	2891	3909	4427	2.07E-95	344	5201159	HIMB1521	32717
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1513-00000000001_split_00009_17062	90.059	2535	242	7	1059	3588	2043	4572	0	3277	5201159	HIMB1513	17062
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1513-00000000001_split_00009_17062	78.654	520	109	2	2373	2891	3909	4427	2.07E-95	344	5201159	HIMB1513	17062
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1770-00000000001_split_00027_117084	89.941	2535	245	7	1059	3588	2055	4584	0	3260	5201159	HIMB1770	117084
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1770-00000000001_split_00027_117084	78.846	520	108	2	2373	2891	3921	4439	4.45E-97	350	5201159	HIMB1770	117084
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1493-00000000001_split_00045_98387	89.941	2535	245	7	1059	3588	2055	4584	0	3260	5201159	HIMB1493	98387
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1493-00000000001_split_00045_98387	78.846	520	108	2	2373	2891	3921	4439	4.45E-97	350	5201159	HIMB1493	98387
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1518-00000000001_split_00054_23563	89.941	2535	245	7	1059	3588	2055	4584	0	3260	5201159	HIMB1518	23563
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1518-00000000001_split_00054_23563	78.846	520	108	2	2373	2891	3921	4439	4.45E-97	350	5201159	HIMB1518	23563
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1758-00000000001_split_00009_109260	89.85	2266	204	21	337	2590	709	2960	0	2887	5201159	HIMB1758	109260
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1758-00000000001_split_00009_109260	96.513	1147	40	0	2442	3588	3843	4989	0	1897	5201159	HIMB1758	109260
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1430-00000000013_split_00011_44494	89.85	2266	204	21	337	2590	709	2960	0	2887	5201159	HIMB1430	44494
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1430-00000000013_split_00011_44494	96.513	1147	40	0	2442	3588	3843	4989	0	1897	5201159	HIMB1430	44494
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1611-00000000001_split_00048_82585	89.85	2266	204	21	337	2590	709	2960	0	2887	5201159	HIMB1611	82585
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1611-00000000001_split_00048_82585	96.513	1147	40	0	2442	3588	3843	4989	0	1897	5201159	HIMB1611	82585
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1507-00000000001_split_00009_127853	92.408	1541	100	14	1059	2590	2061	3593	0	2182	5201159	HIMB1507	127853
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1507-00000000001_split_00009_127853	92.155	956	73	2	2375	3329	4409	5363	0	1349	5201159	HIMB1507	127853
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1507-00000000001_split_00009_127853	78.185	1036	220	6	2442	3474	3924	4956	0	656	5201159	HIMB1507	127853
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1507-00000000001_split_00009_127853	76.996	739	160	9	2320	3053	4630	5363	1.56E-116	414	5201159	HIMB1507	127853
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1577-00000000001_split_00048_64710	92.343	1541	101	13	1059	2590	2067	3599	0	2176	5201159	HIMB1577	64710
HMW_xHP1_006-c_000001003331_split_00001-5201159	HIMB1631-00000000001_split_00064_5968	92.343	1541	101	13	1059	2590	2067	3599	0	2176	5201159	HIMB1631	5968
HMW_xHP1_006-c_000001007331_split_00001-5213709	HIMB1420-00000000001_split_00002_21725	99.017	1017	10	0	1	1017	1	1017	0	1823	5213709	HIMB1420	21725
HMW_xHP1_006-c_000001007331_split_00001-5213709	HIMB1427-00000000001_split_00001_32031	98.722	1017	13	0	1	1017	1	1017	0	1807	5213709	HIMB1427	32031
HMW_xHP1_006-c_000001009398_split_00001-5220426	HIMB1412-00000000001_split_00034_10700	98.634	2415	33	0	1	2415	3535	5949	0	4277	5220426	HIMB1412	10700
HMW_xHP1_006-c_000001009398_split_00001-5220426	HIMB1412-00000000001_split_00034_10700	95.294	85	4	0	1075	1159	4405	4489	9.10E-33	135	5220426	HIMB1412	10700
HMW_xHP1_006-c_000001009398_split_00001-5220426	HIMB1412-00000000001_split_00034_10700	92.941	85	6	0	871	955	4609	4693	1.97E-29	124	5220426	HIMB1412	10700
HMW_xHP1_006-c_000001009398_split_00001-5220426	HIMB1427-00000000001_split_00001_32031	93.54	1161	75	0	1255	2415	5167	6327	0	1729	5220426	HIMB1427	32031
HMW_xHP1_006-c_000001009398_split_00001-5220426	HIMB1420-00000000001_split_00002_21725	93.059	850	59	0	1566	2415	5865	6714	0	1243	5220426	HIMB1420	21725
HMW_xHP1_006-c_000001009398_split_00001-5220426	HIMB4-00000000001_split_00044_119221	84.348	345	49	4	883	1224	3412	3754	3.01E-92	333	5220426	HIMB4	119221
HMW_xHP1_006-c_000001009398_split_00001-5220426	HIMB4-00000000001_split_00044_119221	90.909	77	7	0	871	947	3604	3680	2.57E-23	104	5220426	HIMB4	119221
HMW_xHP1_006-c_000001009398_split_00001-5220426	HIMB1505-00000000001_split_00039_112850	84.348	345	49	4	883	1224	3412	3754	3.01E-92	333	5220426	HIMB1505	112850
HMW_xHP1_006-c_000001009398_split_00001-5220426	HIMB1505-00000000001_split_00039_112850	90.909	77	7	0	871	947	3604	3680	2.57E-23	104	5220426	HIMB1505	112850
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB122-00000000001_split_00009_8659	98.504	1337	20	0	1	1337	1	1337	0	2359	5249690	HIMB122	8659
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1488-00000000001_split_00015_92613	98.057	1338	26	0	1	1338	1	1338	0	2327	5249690	HIMB1488	92613
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1577-00000000001_split_00048_64710	96.28	1344	44	1	1	1338	1	1344	0	2200	5249690	HIMB1577	64710
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1631-00000000001_split_00064_5968	96.28	1344	44	1	1	1338	1	1344	0	2200	5249690	HIMB1631	5968
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1507-00000000001_split_00009_127853	94.552	1340	69	4	1	1338	1	1338	0	2067	5249690	HIMB1507	127853
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1770-00000000001_split_00027_117084	92.677	1270	89	4	71	1338	65	1332	0	1827	5249690	HIMB1770	117084
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1493-00000000001_split_00045_98387	92.677	1270	89	4	71	1338	65	1332	0	1827	5249690	HIMB1493	98387
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1518-00000000001_split_00054_23563	92.677	1270	89	4	71	1338	65	1332	0	1827	5249690	HIMB1518	23563
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1641-00000000001_split_00005_18483	92.598	1270	90	4	71	1338	65	1332	0	1821	5249690	HIMB1641	18483
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1710-00000000003_split_00024_57291	92.598	1270	90	4	71	1338	65	1332	0	1821	5249690	HIMB1710	57291
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1702-00000000001_split_00025_43079	92.598	1270	90	4	71	1338	65	1332	0	1821	5249690	HIMB1702	43079
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1556-00000000001_split_00005_51614	92.598	1270	90	4	71	1338	65	1332	0	1821	5249690	HIMB1556	51614
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1552-00000000001_split_00067_50006	92.598	1270	90	4	71	1338	65	1332	0	1821	5249690	HIMB1552	50006
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1748-00000000001_split_00024_92017	92.598	1270	90	4	71	1338	65	1332	0	1821	5249690	HIMB1748	92017
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1526-00000000001_split_00018_28986	92.598	1270	90	4	71	1338	65	1332	0	1821	5249690	HIMB1526	28986
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1636-00000000001_split_00047_12598	92.598	1270	90	4	71	1338	65	1332	0	1821	5249690	HIMB1636	12598
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1506-00000000001_split_00049_122531	92.593	1269	90	4	71	1337	65	1331	0	1820	5249690	HIMB1506	122531
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1662-00000000001_split_00005_24052	92.514	1269	91	4	71	1337	65	1331	0	1814	5249690	HIMB1662	24052
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1542-00000000002_split_00008_42065	91.962	1269	98	4	71	1337	65	1331	0	1775	5249690	HIMB1542	42065
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB2211-00000000001_split_00048_89742	91.031	1271	93	15	71	1338	68	1320	0	1696	5249690	HIMB2211	89742
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1521-00000000001_split_00007_32717	90.323	1271	102	16	71	1338	68	1320	0	1646	5249690	HIMB1521	32717
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1513-00000000001_split_00009_17062	90.323	1271	102	16	71	1338	68	1320	0	1646	5249690	HIMB1513	17062
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1701-00000000001_split_00034_39781	89.424	1267	113	16	71	1334	68	1316	0	1578	5249690	HIMB1701	39781
HMW_xHP1_006-c_000001019080_split_00001-5249690	HIMB1746-00000000002_split_00003_73135	94.965	854	43	0	485	1338	437	1290	0	1339	5249690	HIMB1746	73135
HMW_xHP1_006-c_000001024726_split_00001-5266303	HIMB1765-00000000001_split_00063_114654	98.886	1167	13	0	1	1167	1	1167	0	2084	5266303	HIMB1765	114654
HMW_xHP1_006-c_000001024726_split_00001-5266303	HIMB1559-00000000001_split_00066_54801	98.714	1166	15	0	1	1166	1	1166	0	2071	5266303	HIMB1559	54801
HMW_xHP1_006-c_000001024726_split_00001-5266303	HIMB1587-00000000002_split_00026_72740	98.714	1166	15	0	1	1166	1	1166	0	2071	5266303	HIMB1587	72740
HMW_xHP1_006-c_000001024726_split_00001-5266303	HIMB1597-00000000001_split_00025_79274	98.714	1166	15	0	1	1166	1	1166	0	2071	5266303	HIMB1597	79274
HMW_xHP1_006-c_000001024726_split_00001-5266303	HIMB1490-00000000005_split_00004_108996	98.372	1167	19	0	1	1167	1	1167	0	2050	5266303	HIMB1490	108996
HMW_xHP1_006-c_000001024726_split_00001-5266303	HIMB1491-00000000001_split_00009_94068	98.372	1167	19	0	1	1167	1	1167	0	2050	5266303	HIMB1491	94068
HMW_xHP1_006-c_000001024726_split_00001-5266303	HIMB140-00000000001_split_00032_2118	97.858	1167	25	0	1	1167	1	1167	0	2017	5266303	HIMB140	2118
HMW_xHP1_006-c_000001024726_split_00001-5266303	HIMB1723-00000000001_split_00021_65759	97.429	1167	30	0	1	1167	1	1167	0	1989	5266303	HIMB1723	65759
HMW_xHP1_006-c_000001024726_split_00001-5266303	HIMB1593-00000000001_split_00025_75593	97.429	1167	30	0	1	1167	1	1167	0	1989	5266303	HIMB1593	75593
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1564-00000000001_split_00021_55814	84.702	1693	255	4	4129	5819	3349	5039	0	1688	5367554	HIMB1564	55814
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1420-00000000001_split_00002_21725	86.681	946	121	4	4875	5819	7452	8393	0	1044	5367554	HIMB1420	21725
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1577-00000000001_split_00048_64710	76.805	651	140	10	4156	4800	3865	4510	1.55E-98	355	5367554	HIMB1577	64710
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1631-00000000001_split_00064_5968	76.805	651	140	10	4156	4800	3865	4510	1.55E-98	355	5367554	HIMB1631	5968
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1723-00000000001_split_00021_65759	76.156	692	150	14	4117	4800	4081	4765	7.23E-97	350	5367554	HIMB1723	65759
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1507-00000000001_split_00009_127853	76.087	690	154	10	4117	4800	5200	5884	7.23E-97	350	5367554	HIMB1507	127853
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1641-00000000001_split_00005_18483	76.012	692	151	14	4117	4800	4162	4846	3.36E-95	344	5367554	HIMB1641	18483
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1710-00000000003_split_00024_57291	76.012	692	151	14	4117	4800	4162	4846	3.36E-95	344	5367554	HIMB1710	57291
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1702-00000000001_split_00025_43079	76.012	692	151	14	4117	4800	4162	4846	3.36E-95	344	5367554	HIMB1702	43079
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1556-00000000001_split_00005_51614	76.012	692	151	14	4117	4800	4162	4846	3.36E-95	344	5367554	HIMB1556	51614
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1552-00000000001_split_00067_50006	76.012	692	151	14	4117	4800	4162	4846	3.36E-95	344	5367554	HIMB1552	50006
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1748-00000000001_split_00024_92017	76.012	692	151	14	4117	4800	4162	4846	3.36E-95	344	5367554	HIMB1748	92017
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1526-00000000001_split_00018_28986	76.012	692	151	14	4117	4800	4162	4846	3.36E-95	344	5367554	HIMB1526	28986
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1636-00000000001_split_00047_12598	76.012	692	151	14	4117	4800	4162	4846	3.36E-95	344	5367554	HIMB1636	12598
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1542-00000000002_split_00008_42065	75.479	730	162	16	4080	4800	4344	5065	4.35E-94	340	5367554	HIMB1542	42065
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1488-00000000001_split_00015_92613	77.027	592	132	3	4117	4706	4939	5528	5.63E-93	337	5367554	HIMB1488	92613
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1490-00000000005_split_00004_108996	75.275	728	167	12	4080	4800	4044	4765	2.02E-92	335	5367554	HIMB1490	108996
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1491-00000000001_split_00009_94068	75.275	728	167	12	4080	4800	4044	4765	2.02E-92	335	5367554	HIMB1491	94068
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1701-00000000001_split_00034_39781	75.137	728	168	12	4080	4800	4332	5053	9.42E-91	329	5367554	HIMB1701	39781
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1662-00000000001_split_00005_24052	75.469	693	153	17	4117	4800	4162	4846	1.58E-88	322	5367554	HIMB1662	24052
HMW_xHP1_006-c_000001057827_split_00001-5367554	HIMB1593-00000000001_split_00025_75593	75.181	689	162	9	4117	4800	4081	4765	7.33E-87	316	5367554	HIMB1593	75593
