items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	AAI_min	AAI_max	AAI_avg	ECGs_and_EAGs!EAG	ECGs_and_EAGs!ECG	ECGs_and_EAGs!NA	EAG_ECG_ratio
GC_00001605	14	14	1	0	0.60786775476041	0.735261871738982	0.665523229205776	0.312066574202497	1.0	0.512368352867659	12	1	1	0.923076923076923
GC_00001606	14	14	1	0	0.900588860718083	0.962598179835184	0.930561644363568	0.774597495527728	1.0	0.8569659321001	0	5	9	0.0
GC_00001607	14	14	1	0	0.769438752276867	0.982551799345691	0.863033684554723	0.549618320610687	1.0	0.669910242429326	1	13	0	0.0714285714285714
GC_00001608	14	14	1	0	0.902089785763294	0.99006121273777	0.944030479595638	0.76949740034662	1.0	0.869503113870532	0	11	3	0.0
GC_00001609	14	14	1	0	0.885058115633292	0.99005393929252	0.934616437010986	0.722222222222222	0.98989898989899	0.857642357642358	0	11	3	0.0
GC_00001610	14	14	1	0	0.804673028526169	0.993905872074201	0.889334627338201	0.639514731369151	0.954939341421144	0.753004361323252	1	11	2	0.0833333333333333
GC_00001611	14	14	1	0	0.859491387337058	0.968998800841378	0.910965920460085	0.676923076923077	0.992307692307692	0.807185122569738	0	6	8	0.0
GC_00001612	13	13	1	0	0.991629053426806	1.0	0.995796934896691	0.970037453183521	1.0	0.991020839335446	0	13	0	0.0
GC_00001613	13	13	1	0	0.965447293447293	1.0	0.982419927174896	0.909333333333333	1.0	0.953025641025641	0	13	0	0.0
GC_00001614	13	13	1	0	0.968053119518918	1.0	0.983767267171685	0.9185667752443	1.0	0.957111834961998	0	13	0	0.0
GC_00001615	13	13	1	0	0.713729132801816	0.938207037783309	0.810716185515155	0.401129943502825	1.0	0.624583514414023	1	7	5	0.125
GC_00001616	11	13	2	0	0.812091503267974	0.78671060295373	0.799199592874386	0.128617363344051	1.0	0.604419160689257	4	9	0	0.307692307692308
GC_00001617	13	13	1	0	0.971401230943216	1.0	0.985493176828797	0.905852417302799	1.0	0.963789391270307	0	13	0	0.0
GC_00001618	13	13	1	0	0.925142111337626	0.990535714285717	0.9567227743751	0.7825	1.0	0.887307692307692	0	12	1	0.0
GC_00001619	13	13	1	0	0.854590890769851	0.93370461183656	0.892397766233093	0.645614035087719	1.0	0.79995501574449	0	12	1	0.0
GC_00001620	13	13	1	0	0.767930805056554	0.97373139680832	0.858672060126468	0.545454545454545	1.0	0.724941724941725	1	6	6	0.142857142857143
GC_00001621	13	13	1	0	0.696149217809868	0.877062336945955	0.776203630070829	0.401869158878505	1.0	0.637550922597652	1	0	12	1.0
GC_00001622	13	13	1	0	0.83999494636253	0.992240230357881	0.909792355990114	0.488	1.0	0.799418803418804	3	10	0	0.230769230769231
GC_00001623	13	13	1	0	0.908171146122953	1.0	0.951875986562513	0.753012048192771	1.0	0.878822984244671	0	13	0	0.0
GC_00001624	13	13	1	0	0.806775431146869	0.972860550916809	0.882068016518229	0.525423728813559	1.0	0.759615384615384	3	10	0	0.230769230769231
GC_00001625	12	13	2	0	0.751438268513882	0.857918884426571	0.801156014202296	0.0613107822410148	1.0	0.571718978695723	5	8	0	0.384615384615385
GC_00001626	13	13	1	0	0.959320771820772	1.0	0.979238096811771	0.897727272727273	1.0	0.945270007770008	0	13	0	0.0
GC_00001627	13	13	1	0	0.990374142325576	0.997347413776525	0.993848546329113	0.956129032258065	1.0	0.985260545905707	0	13	0	0.0
GC_00001628	13	13	1	0	0.752502421698418	0.992668436863	0.856059908424951	0.5625	1.0	0.670352564102564	8	5	0	0.615384615384615
GC_00001629	13	13	1	0	0.688522714269367	0.987612951807226	0.811382949469222	0.492788461538462	1.0	0.601701183431953	0	9	4	0.0
GC_00001630	13	13	1	0	0.860683395114533	0.999145299145298	0.924760189941407	0.544444444444444	1.0	0.817592592592592	4	9	0	0.307692307692308
GC_00001631	13	13	1	0	0.679500061699015	0.970236021007104	0.799249580642622	0.456	0.996	0.595333333333333	10	3	0	0.769230769230769
GC_00001632	12	12	1	0	0.871745742092457	0.977175162695524	0.921454546976427	0.576470588235294	1.0	0.827718360071301	2	10	0	0.166666666666667
GC_00001633	12	12	1	0	0.88751769792982	0.961057690374215	0.9228249108317	0.494545454545455	1.0	0.847052341597796	9	3	0	0.75
GC_00001634	12	12	1	0	0.996941896024465	1.0	0.998468606431853	0.986238532110092	1.0	0.99596886294134	1	11	0	0.0833333333333333
GC_00001635	12	12	1	0	0.99796818762336	1.0	0.998983060696749	0.988505747126437	1.0	0.99390456287008	2	10	0	0.166666666666667
GC_00001636	12	12	1	0	0.917269841269841	0.982119809203142	0.948587754251899	0.740740740740741	1.0	0.875607931163487	1	10	1	0.0909090909090909
GC_00001637	6	12	2	0	0.846873623954205	0.973259016751984	0.905678379838372	0.57243816254417	1.0	0.767212763679195	0	12	0	0.0
GC_00001638	12	12	1	0	0.998172854828145	1.0	0.999085592036024	0.982935153583618	1.0	0.994518564484435	0	12	0	0.0
GC_00001639	12	12	1	0	0.996941243420117	1.0	0.998468279129413	0.985915492957746	1.0	0.994344857020913	0	12	0	0.0
GC_00001640	12	12	1	0	0.843058186187654	0.995923086284533	0.913137206206266	0.690763052208835	1.0	0.796032615309724	3	9	0	0.25
GC_00001641	11	12	2	0	0.840287005049163	0.851704383993386	0.845957172888481	0.405797101449275	1.0	0.781291172595521	5	6	1	0.454545454545455
GC_00001642	12	12	1	0	0.705155814195613	0.986930331148753	0.8225818326453	0.497858672376874	1.0	0.630831873337227	0	9	3	0.0
GC_00001643	12	12	1	0	0.885443289600727	0.969896400012094	0.925747736445854	0.629427792915531	1.0	0.833457187680621	0	12	0	0.0
GC_00001644	12	12	1	0	0.845841455490578	0.930351584324368	0.886086050967608	0.308823529411765	1.0	0.743538324420677	1	11	0	0.0833333333333333
GC_00001645	12	12	1	0	0.875646803538641	0.962134680134682	0.916855637863598	0.53968253968254	1.0	0.816859066859067	4	8	0	0.333333333333333
GC_00001646	10	12	2	0	0.799602419320729	0.978909813485075	0.880217342024812	0.467213114754098	1.0	0.734848484848485	4	8	0	0.333333333333333
GC_00001647	12	12	1	0	0.687637585447804	0.79088984216026	0.735658427788654	0.293103448275862	1.0	0.559561128526646	3	7	2	0.3
GC_00001648	12	12	1	0	0.666717824103679	0.977795961414321	0.792834941917105	0.443894389438944	1.0	0.561581158115812	9	0	3	1.0
GC_00001649	12	12	1	0	0.66552337398374	0.920469501692028	0.77250532182144	0.460829493087558	1.0	0.570625610948192	10	0	2	1.0
GC_00001650	12	12	1	0	0.76458786869851	0.991545306119741	0.863400934729868	0.5	0.955307262569832	0.696631115625529	3	9	0	0.25
GC_00001651	12	12	1	0	0.783916395845281	0.83513761643364	0.808716775776958	0.397959183673469	1.0	0.618119975262832	0	7	5	0.0
GC_00001652	12	12	1	0	0.739273741970523	0.919664595336205	0.819661432209456	0.0964630225080386	1.0	0.58082432037416	1	6	5	0.142857142857143
GC_00001653	12	12	1	0	0.930103339045542	0.985829377142937	0.95715594567845	0.743243243243243	1.0	0.894400081900082	0	11	1	0.0
GC_00001654	12	12	1	0	0.785478547854785	0.967121212121212	0.86688698999586	0.513157894736842	0.973684210526316	0.720693779904306	2	10	0	0.166666666666667
GC_00001655	12	12	1	0	0.733220370893345	0.910549660951936	0.812319907512255	0.472573839662447	0.89873417721519	0.621531773430508	5	7	0	0.416666666666667
GC_00001656	10	12	2	0	0.695815811606392	0.895579672138101	0.783159815133685	0.442663378545006	0.998766954377312	0.598120539550873	0	6	6	0.0
GC_00001657	12	12	1	0	0.878340627618959	0.998233872467	0.934457295474287	0.690184049079755	0.99079754601227	0.832171407324782	0	12	0	0.0
GC_00001658	12	12	1	0	0.822245753913874	0.988848414458169	0.897884189847019	0.597560975609756	0.975609756097561	0.761579206701158	2	10	0	0.166666666666667
GC_00001659	12	12	1	0	0.741827168453005	0.994804741565638	0.849890158463503	0.560846560846561	0.989417989417989	0.674282507615841	0	0	12	0.0
GC_00001660	9	12	2	0	0.789399496045705	0.98289660834838	0.875585163643419	0.546116504854369	0.997572815533981	0.72260223595175	3	5	4	0.375
GC_00001661	11	11	1	0	0.782067968185105	0.986096256684493	0.87231071079617	0.517647058823529	1.0	0.711229946524064	1	10	0	0.0909090909090909
GC_00001662	11	11	1	0	0.896493104110115	0.982582251082253	0.937565606277726	0.688888888888889	1.0	0.868848484848485	7	4	0	0.636363636363636
GC_00001663	11	11	1	0	0.988505747126437	1.0	0.994219653179191	0.931034482758621	1.0	0.984326018808777	0	11	0	0.0
GC_00001664	11	11	1	0	0.704177997006682	0.879949296441056	0.782312047268245	0.422788605697151	1.0	0.5561401117623	7	2	2	0.777777777777778
GC_00001665	11	11	1	0	0.652315413872878	0.95264232064232	0.774379606763071	0.449230769230769	1.0	0.569118881118881	7	0	4	1.0
GC_00001666	11	11	1	0	0.949538866930171	0.992805755395684	0.970690413250485	0.697841726618705	1.0	0.930019620667103	1	10	0	0.0909090909090909
GC_00001667	11	11	1	0	0.655098095147539	0.90463524428446	0.759905312468209	0.446009389671362	1.0	0.577464788732394	9	1	1	0.9
GC_00001668	11	11	1	0	0.861251111769938	0.973864357864358	0.914102436388856	0.650793650793651	1.0	0.811544011544012	2	8	1	0.2
GC_00001669	11	11	1	0	0.703396482214849	0.965992383037836	0.814041183834427	0.454545454545455	1.0	0.632489669421488	7	4	0	0.636363636363636
GC_00001670	11	11	1	0	0.627130241409541	0.93028708633469	0.749203382600433	0.293548387096774	1.0	0.498651026392962	9	2	0	0.818181818181818
GC_00001671	11	11	1	0	0.713703605279476	0.948969801824475	0.814691768052237	0.505190311418685	1.0	0.644290657439446	1	3	7	0.25
GC_00001672	11	11	1	0	0.886429689246591	0.968752193752193	0.925764437367861	0.714285714285714	1.0	0.833766233766234	1	1	9	0.5
GC_00001673	11	11	1	0	0.813571451807033	0.911079901130217	0.859569206973147	0.451456310679612	1.0	0.71297440423654	3	6	2	0.333333333333333
GC_00001674	11	11	1	0	0.843787878787879	0.938209261231509	0.888497051555386	0.598130841121495	1.0	0.787340696686491	0	11	0	0.0
GC_00001675	10	11	2	0	0.648478084685187	0.850626268747157	0.735922742505675	0.128695652173913	1.0	0.459667984189723	5	5	1	0.5
GC_00001676	11	11	1	0	0.853794642857143	0.989682530185359	0.916730247336868	0.696261682242991	1.0	0.795836873406967	0	11	0	0.0
GC_00001677	11	11	1	0	0.878990552418544	0.967741245507088	0.921233297593049	0.702623906705539	1.0	0.837158759607739	2	9	0	0.181818181818182
GC_00001678	11	11	1	0	0.802139780464082	0.812529474885691	0.807301201092378	0.409893992932862	1.0	0.732091230324446	3	6	2	0.333333333333333
GC_00001679	11	11	1	0	0.86292241789624	1.0	0.926417986714359	0.68586387434555	0.994764397905759	0.833603046168491	0	11	0	0.0
GC_00001680	11	11	1	0	0.557772236076476	0.702948843271424	0.62200173310607	0.101382488479263	0.91705069124424	0.608881441139506	7	1	3	0.875
GC_00001681	11	11	1	0	0.86318577374196	0.984862284042614	0.920018404391187	0.721311475409836	0.991803278688525	0.838599105812221	1	10	0	0.0909090909090909
GC_00001682	11	11	1	0	0.871920378528308	0.892440080244958	0.882060906218726	0.642857142857143	0.976190476190476	0.8004329004329	3	7	1	0.3
GC_00001683	11	11	1	0	0.816787342451059	1.0	0.899155694633052	0.530973451327434	0.955752212389381	0.711343523732904	0	9	2	0.0
GC_00001684	11	11	1	0	0.683652383223199	0.981406505909981	0.805906507036996	0.514705882352941	0.974264705882353	0.605548128342246	5	4	2	0.555555555555556
GC_00001685	10	10	1	0	0.890681660758669	0.993442622950818	0.939259827951685	0.502732240437158	1.0	0.866545233758349	7	3	0	0.7
GC_00001686	10	10	1	0	0.811358024691358	1.0	0.895856052344602	0.493333333333333	1.0	0.731555555555556	2	2	6	0.5
GC_00001687	10	10	1	0	0.875927574948056	0.989532571829558	0.929270847701584	0.691629955947137	1.0	0.839549681840431	1	8	1	0.111111111111111
GC_00001688	10	10	1	0	0.946049681642902	1.0	0.972277008718733	0.828087167070218	1.0	0.926715092816787	0	10	0	0.0
GC_00001689	10	10	1	0	0.956381148950808	1.0	0.977704318469546	0.891640866873065	1.0	0.945098039215686	0	10	0	0.0
GC_00001690	10	10	1	0	0.92838967648128	0.867159180457053	0.896730409636461	0.604166666666667	1.0	0.812962962962963	0	10	0	0.0
GC_00001691	10	10	1	0	0.768689138576779	0.804484563055992	0.78617961275605	0.331632653061224	1.0	0.717233560090703	4	4	2	0.5
GC_00001692	10	10	1	0	0.694355192695988	0.974710247198702	0.810986921590218	0.494226327944573	1.0	0.621555042340262	10	0	0	1.0
GC_00001693	10	10	1	0	0.818293160885753	0.970008271298594	0.887715147033923	0.608974358974359	1.0	0.761253561253561	0	10	0	0.0
GC_00001694	10	10	1	0	0.952060666007254	0.997041420118345	0.974032017339415	0.813609467455621	1.0	0.91939513477975	0	8	2	0.0
GC_00001695	10	10	1	0	0.979803374676082	0.993301446658016	0.986506240300108	0.936339522546419	1.0	0.968110816386678	0	9	1	0.0
GC_00001696	10	10	1	0	0.953876543209877	1.0	0.976393873527776	0.866666666666667	1.0	0.933037037037037	2	8	0	0.2
GC_00001697	10	10	1	0	0.942211356391266	0.906953390437014	0.924246242151265	0.755813953488372	1.0	0.910012919896641	0	8	2	0.0
GC_00001698	10	10	1	0	0.81569544598194	0.966898449949297	0.884884284806349	0.483050847457627	1.0	0.76045197740113	1	9	0	0.1
GC_00001699	10	10	1	0	0.880747414080747	0.974103400093152	0.925076069863236	0.728070175438597	1.0	0.841325536062378	0	10	0	0.0
GC_00001700	10	10	1	0	0.837775470174224	0.986328252392764	0.906002882590053	0.500768049155146	1.0	0.787711213517665	2	8	0	0.2
GC_00001701	10	10	1	0	0.852765752765753	1.0	0.920532724110179	0.532467532467532	1.0	0.821500721500722	1	9	0	0.1
GC_00001702	10	10	1	0	0.824479717813051	1.0	0.903797076792205	0.647619047619048	1.0	0.786666666666667	0	10	0	0.0
GC_00001703	10	10	1	0	0.938658337051911	1.0	0.968358703658237	0.827309236947791	1.0	0.918607764390897	0	8	2	0.0
GC_00001704	10	10	1	0	0.876178622614468	0.951027593547861	0.912070065888052	0.698067632850242	1.0	0.838432635534085	1	0	9	1.0
GC_00001705	10	10	1	0	0.882172384771523	0.984452577359514	0.930510301193271	0.598684210526316	1.0	0.854970760233918	0	9	1	0.0
GC_00001706	10	10	1	0	0.724739690368544	0.985396448965584	0.835203585127029	0.469248291571754	1.0	0.646469248291572	0	9	1	0.0
GC_00001707	10	10	1	0	0.942462340015857	1.0	0.970379008746356	0.804281345565749	1.0	0.912742099898063	0	9	1	0.0
GC_00001708	10	10	1	0	0.951545656641919	1.0	0.975171299122226	0.847112117780294	0.993204983012458	0.932502831257078	0	9	1	0.0
GC_00001709	10	10	1	0	0.839706697361129	0.992888888888888	0.909895730395702	0.634285714285714	0.994285714285714	0.779555555555556	0	2	8	0.0
GC_00001710	10	10	1	0	0.873114367087922	0.939101666364751	0.904906635769135	0.59233926128591	0.991792065663475	0.814987080103359	0	10	0	0.0
GC_00001711	10	10	1	0	0.623079840697895	0.815537470580947	0.706435204510408	0.33	0.726666666666667	0.497111111111111	8	0	2	1.0
GC_00001712	10	10	1	0	0.911720397710154	0.812118949856911	0.859042245434869	0.673684210526316	0.957894736842105	0.821754385964912	0	6	4	0.0
GC_00001713	8	9	2	0	1.0	1.0	1.0	1.0	1.0	1.0	9	0	0	1.0
GC_00001714	9	9	1	0	0.801836672738312	1.0	0.890021481824692	0.631147540983607	1.0	0.77299635701275	0	0	9	0.0
GC_00001715	9	9	1	0	0.996408529741863	1.0	0.998201034405217	0.97979797979798	1.0	0.995510662177329	9	0	0	1.0
GC_00001716	9	9	1	0	0.992659325992659	1.0	0.996316141995981	0.948948948948949	1.0	0.988655321988655	5	4	0	0.555555555555556
GC_00001717	9	9	1	0	0.985185185185185	1.0	0.992537313432836	0.91304347826087	1.0	0.980676328502415	8	1	0	0.888888888888889
GC_00001718	9	9	1	0	0.929942552893373	0.997493805984374	0.96253443820323	0.581132075471698	1.0	0.906918238993711	9	0	0	1.0
GC_00001719	9	9	1	0	0.924232081911263	0.998638770908708	0.95999581975116	0.573619631901841	1.0	0.905248807089298	8	0	1	1.0
GC_00001720	9	9	1	0	0.924236252545825	0.981445890219234	0.951982338813946	0.557553956834532	1.0	0.90167865707434	6	3	0	0.666666666666667
GC_00001721	9	9	1	0	0.971804062126643	1.0	0.985700436257877	0.825806451612903	1.0	0.961290322580645	9	0	0	1.0
GC_00001722	9	9	1	0	0.8755004846799	0.981027897893087	0.925265035700185	0.589285714285714	1.0	0.840277777777778	9	0	0	1.0
GC_00001723	9	9	1	0	0.890007745933385	0.996141975308645	0.940088757630828	0.626984126984127	1.0	0.854938271604938	9	0	0	1.0
GC_00001724	8	9	2	0	0.903712128814996	0.990930003450207	0.945313574182977	0.655131264916468	1.0	0.87579554494829	4	5	0	0.444444444444444
GC_00001725	9	9	1	0	0.994971792985038	1.0	0.997479559845085	0.966887417218543	1.0	0.990802060338484	9	0	0	1.0
GC_00001726	9	9	1	0	0.915441176470588	1.0	0.955854126679462	0.735294117647059	1.0	0.881944444444444	2	7	0	0.222222222222222
GC_00001727	9	9	1	0	0.789388808256733	0.894464321208508	0.83864811270231	0.461538461538462	1.0	0.686752136752137	3	6	0	0.333333333333333
GC_00001728	9	9	1	0	0.875882571534745	0.981137774444861	0.925527260669097	0.535433070866142	1.0	0.824146981627296	3	5	1	0.375
GC_00001729	9	9	1	0	0.921708837550422	1.0	0.959259612632382	0.806930693069307	1.0	0.883938393839384	0	0	9	0.0
GC_00001730	9	9	1	0	0.91876102292769	1.0	0.957660711208135	0.744047619047619	1.0	0.883267195767196	1	8	0	0.111111111111111
GC_00001731	9	9	1	0	0.893246187363834	0.806824802330421	0.847838923105016	0.522222222222222	1.0	0.83641975308642	0	7	2	0.0
GC_00001732	9	9	1	0	0.925591253904507	1.0	0.961357974624877	0.710843373493976	1.0	0.899263721552878	3	6	0	0.333333333333333
GC_00001733	9	9	1	0	0.785164929071954	0.927789502164501	0.850539588650781	0.460227272727273	1.0	0.697443181818182	0	2	7	0.0
GC_00001734	9	9	1	0	0.796048109965636	0.951754385964912	0.866965554589732	0.350877192982456	1.0	0.701267056530214	5	2	2	0.714285714285714
GC_00001735	9	9	1	0	0.898198427512868	0.999660729431723	0.946217417595393	0.673282442748092	1.0	0.872222222222222	0	8	1	0.0
GC_00001736	9	9	1	0	0.887978639480551	0.994042423339223	0.938021849064971	0.742671009771987	1.0	0.852153456387984	0	9	0	0.0
GC_00001737	9	9	1	0	0.951856981635375	1.0	0.975334761297783	0.822714681440443	1.0	0.932979378270237	2	6	1	0.25
GC_00001738	9	9	1	0	0.917305236270754	0.997354497354495	0.955656492664853	0.743386243386243	1.0	0.879262198706643	0	8	1	0.0
GC_00001739	8	9	2	0	0.797571958106326	0.960291112058277	0.87140036740712	0.61340206185567	1.0	0.736898625429553	6	2	1	0.75
GC_00001740	9	9	1	0	0.955234778701415	0.997088718728507	0.975713116022147	0.826612903225806	1.0	0.936099910394265	0	8	1	0.0
GC_00001741	9	9	1	0	0.911921073289089	1.0	0.953931714053767	0.74373795761079	1.0	0.886801541425819	1	8	0	0.111111111111111
GC_00001742	8	9	2	0	0.801823545186377	0.916870386348383	0.855496432691506	0.363934426229508	1.0	0.689071038251366	3	4	2	0.428571428571429
GC_00001743	9	9	1	0	0.893558251948308	0.99852245862884	0.943128882056359	0.702127659574468	1.0	0.862194641449961	0	9	0	0.0
GC_00001744	9	9	1	0	0.776327091565023	0.95792241946088	0.857617224184863	0.50887573964497	1.0	0.717619986850756	3	4	2	0.428571428571429
GC_00001745	9	9	1	0	0.95984993614304	1.0	0.979513705046226	0.905172413793103	1.0	0.945450191570881	0	5	4	0.0
GC_00001746	9	9	1	0	0.821926999463231	1.0	0.902261176990499	0.652173913043478	1.0	0.778985507246377	5	2	2	0.714285714285714
GC_00001747	9	9	1	0	0.964626490897677	1.0	0.981994791749876	0.911864406779661	1.0	0.9469868173258	0	5	4	0.0
GC_00001748	9	9	1	0	0.647380118280785	0.927482621648461	0.762522084093664	0.43609022556391	1.0	0.54124895572264	8	0	1	1.0
GC_00001749	9	9	1	0	0.767599424567265	0.974060789627506	0.858592847810205	0.434146341463415	1.0	0.675067750677507	3	4	2	0.428571428571429
GC_00001750	9	9	1	0	0.784344926877321	0.856451739883481	0.818813922408818	0.39041095890411	0.938356164383562	0.67503805175038	0	9	0	0.0
GC_00001751	9	9	1	0	0.873066842314712	0.996681855305875	0.930788058642997	0.775480059084195	1.0	0.834482192680125	2	3	4	0.4
GC_00001752	9	9	1	0	0.984712464220661	1.0	0.992297354878888	0.953161592505855	1.0	0.970791048659901	1	5	3	0.166666666666667
GC_00001753	9	9	1	0	0.927729158962981	0.99717742816563	0.961200489369158	0.70353982300885	1.0	0.891715830875123	2	7	0	0.222222222222222
GC_00001754	9	9	1	0	0.963231904103273	0.953664569049183	0.958424361030178	0.810650887573965	1.0	0.90499671268902	0	6	3	0.0
GC_00001755	9	9	1	0	0.850879066125703	0.97840119165839	0.910195240682278	0.545112781954887	1.0	0.806808688387636	4	5	0	0.444444444444444
GC_00001756	9	9	1	0	0.752066115702479	0.977104043627648	0.84994161940998	0.547008547008547	1.0	0.70014245014245	2	3	4	0.4
GC_00001757	9	9	1	0	0.749426218442014	0.993961352657004	0.854544004038836	0.449275362318841	1.0	0.680354267310789	4	5	0	0.444444444444444
GC_00001758	9	9	1	0	0.675348762196597	0.97884089290339	0.799254164565258	0.471590909090909	1.0	0.589015151515151	7	0	2	1.0
GC_00001759	9	9	1	0	0.950196790796246	1.0	0.974462469921602	0.885558583106267	1.0	0.933848016954284	0	9	0	0.0
GC_00001760	8	9	2	0	0.750855327468231	0.990578297595842	0.854216872029082	0.542483660130719	1.0	0.682280319535222	5	4	0	0.555555555555556
GC_00001761	9	9	1	0	0.938624638228262	0.98778613879285	0.96257809417474	0.848993288590604	1.0	0.899049217002237	3	2	4	0.6
GC_00001762	9	9	1	0	0.967640461732042	1.0	0.983554140658668	0.917282127031019	1.0	0.955440669620876	0	9	0	0.0
GC_00001763	9	9	1	0	0.713650523930898	0.949163015391531	0.814728371175057	0.463768115942029	1.0	0.632125603864734	8	0	1	1.0
GC_00001764	8	9	2	0	0.848555555555556	0.835790541672895	0.842124678038934	0.112612612612613	0.932432432432432	0.608108108108108	2	7	0	0.222222222222222
GC_00001765	9	9	1	0	0.901851851851852	0.993975903614458	0.945675583434348	0.578313253012048	1.0	0.879016064257028	1	8	0	0.111111111111111
GC_00001766	9	9	1	0	0.911653572764684	1.0	0.953785336164467	0.834343434343434	1.0	0.885578002244669	2	3	4	0.4
GC_00001767	9	9	1	0	0.933350803633823	0.996865203761758	0.964063022460417	0.849529780564263	1.0	0.902908394287705	0	5	4	0.0
GC_00001768	9	9	1	0	0.914272030651341	1.0	0.955216412309232	0.655172413793103	1.0	0.886015325670498	1	8	0	0.111111111111111
GC_00001769	9	9	1	0	0.935726310726311	1.0	0.966796086348812	0.675324675324675	1.0	0.912878787878788	0	9	0	0.0
GC_00001770	9	9	1	0	0.819948186528497	0.980543696405766	0.893083754834357	0.617142857142857	1.0	0.754285714285714	4	3	2	0.571428571428571
GC_00001771	9	9	1	0	0.738056897477187	0.821794871794872	0.777678219671653	0.369230769230769	0.984615384615385	0.593162393162393	0	5	4	0.0
GC_00001772	9	9	1	0	0.86961961961962	1.0	0.930263686253514	0.765765765765766	0.981981981981982	0.835585585585586	2	3	4	0.4
GC_00001773	9	9	1	0	0.937169147196586	0.997263681592044	0.966282974625701	0.832835820895522	0.994029850746269	0.911028192371476	3	4	2	0.428571428571429
GC_00001774	9	9	1	0	0.900956919262359	1.0	0.94789830335762	0.617154811715481	0.99163179916318	0.8703509995351	0	9	0	0.0
GC_00001775	9	9	1	0	0.906274769682558	0.991126362356321	0.94680328856511	0.737134909596662	0.998609179415855	0.870228712718281	3	4	2	0.428571428571429
GC_00001776	9	9	1	0	0.907282852390251	0.997619047619051	0.950308942542646	0.779220779220779	0.997402597402597	0.868109668109668	2	3	4	0.4
GC_00001777	9	9	1	0	0.803742119178361	0.931972789115646	0.863120759015219	0.530612244897959	0.979591836734694	0.714852607709751	0	8	1	0.0
GC_00001778	9	9	1	0	0.899331440066264	0.996815286624205	0.945567465408655	0.828025477707006	0.990445859872611	0.866861288039632	0	5	4	0.0
GC_00001779	9	9	1	0	0.944505764042188	0.996699669967	0.969901038612405	0.742574257425743	0.993399339933993	0.916941694169417	1	8	0	0.111111111111111
GC_00001780	8	9	2	0	0.78605792832597	0.832806107671704	0.808757040908869	0.0887096774193548	0.852822580645161	0.559363799283154	3	6	0	0.333333333333333
GC_00001781	9	9	1	0	0.920702754036087	1.0	0.958714462299135	0.698717948717949	0.987179487179487	0.898504273504274	1	8	0	0.111111111111111
GC_00001782	9	9	1	0	0.957104481024234	1.0	0.978082151774893	0.922839506172839	0.996913580246914	0.95173182441701	0	6	3	0.0
GC_00001783	9	9	1	0	0.878653918645694	0.975806170320374	0.924685217538087	0.754512635379061	0.996389891696751	0.824207781789009	3	4	2	0.428571428571429
GC_00001784	9	9	1	0	0.938504288993597	0.9914887975804	0.964269245824195	0.752910737386805	0.99353169469599	0.911599827511859	0	9	0	0.0
GC_00001785	9	9	1	0	0.811087938825165	0.97776267602975	0.88666041420733	0.486238532110092	0.954128440366973	0.758409785932722	2	7	0	0.222222222222222
GC_00001786	9	9	1	0	0.916533053205802	0.998840291583828	0.955918223045803	0.725646123260437	0.998011928429423	0.886293351005081	5	2	2	0.714285714285714
GC_00001787	9	9	1	0	0.952038789578222	1.0	0.975430196019752	0.829652996845426	0.996845425867508	0.932877672625307	2	7	0	0.222222222222222
GC_00001788	9	9	1	0	0.775033418398347	0.980241791423202	0.865642199254761	0.553054662379421	0.964630225080386	0.71713111825652	2	7	0	0.222222222222222
GC_00001789	9	9	1	0	0.864310645724258	0.991810184368816	0.92368135413331	0.495327102803738	0.97196261682243	0.826323987538941	1	8	0	0.111111111111111
GC_00001790	9	9	1	0	0.71249521622656	0.950484264112686	0.814460429951619	0.372549019607843	0.813725490196078	0.585239651416122	2	7	0	0.222222222222222
GC_00001791	9	9	1	0	0.774013426187339	0.997189774520285	0.871541191464722	0.537162162162162	0.996621621621622	0.711148648648649	4	3	2	0.571428571428571
GC_00001792	9	9	1	0	0.860095291132974	0.997592592592596	0.923755490763356	0.696666666666667	0.986666666666667	0.792962962962963	1	5	3	0.166666666666667
GC_00001793	9	9	1	0	0.857945653720302	0.993654925435221	0.920827023032934	0.687022900763359	0.988549618320611	0.810008481764207	0	5	4	0.0
GC_00001794	9	9	1	0	0.842899895759777	0.990539337483082	0.910775213240845	0.679856115107914	0.992805755395683	0.791566746602718	0	5	4	0.0
GC_00001795	9	9	1	0	0.958831908831909	1.0	0.978983346665697	0.897435897435897	0.994871794871795	0.941737891737892	0	6	3	0.0
GC_00001796	9	9	1	0	0.782189919045087	0.991763865373073	0.87459741553802	0.563291139240506	0.987341772151899	0.705696202531646	0	0	9	0.0
GC_00001797	9	9	1	0	0.746525463477252	0.975108225108223	0.845642280951749	0.498701298701299	0.98961038961039	0.668975468975469	5	2	2	0.714285714285714
GC_00001798	9	9	1	0	0.922092013888889	1.0	0.959467088178842	0.841145833333333	0.984375	0.892722800925926	0	6	3	0.0
GC_00001799	9	9	1	0	0.889307048984468	1.0	0.941410819869099	0.561290322580645	0.980645161290323	0.853225806451613	0	8	1	0.0
GC_00001800	9	9	1	0	0.924465811965812	1.0	0.960750569033476	0.826923076923077	0.984615384615385	0.897542735042735	1	5	3	0.166666666666667
